system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_013,single_specific,0.3333333333333333,0.8794695917919837,0.0,0.404267641708439
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_024,single_specific,0.5,0.736093529131129,0.0,0.412031176377043
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_021,single_specific,1.0,0.7543659237169051,0.0,0.5847886412389683
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_015,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_029,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_sh_019,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_031,aggregate_cross_paper,0.3333333333333333,0.8652163361164918,1.0,0.7328498898166084
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_015,aggregate_cross_paper,1.0,0.8375280062837502,0.0,0.6125093354279167
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_026,aggregate_cross_paper,0.875,0.7910943184113127,1.0,0.8886981061371042
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_017,aggregate_cross_paper,0.75,0.3659711875856046,1.0,0.7053237291952016
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_008,aggregate_cross_paper,0.8,0.0,1.0,0.6
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_009,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_agg_019,aggregate_cross_paper,0.8,0.7955535925571389,0.5,0.698517864185713
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_edge_027,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_edge_026,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12a_text_based,N7,E11b,T12a,text_based,43.60886769821098,amazon_edge_024,edge_multihop,0.75,0.0,0.0,0.25
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_026,single_specific,1.0,0.8100540930793697,1.0,0.9366846976931232
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_013,single_specific,1.0,0.8794838210607301,1.0,0.9598279403535767
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_024,single_specific,0.0,0.5775950216694964,1.0,0.5258650072231655
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_021,single_specific,1.0,0.9367608133256224,1.0,0.9789202711085409
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_015,single_specific,1.0,0.9662651197746719,1.0,0.9887550399248907
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_029,single_specific,1.0,0.9790715943553351,1.0,0.9930238647851116
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_sh_019,single_specific,0.4,0.8864258110371949,1.0,0.7621419370123984
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_031,aggregate_cross_paper,0.75,0.827186146765157,1.0,0.859062048921719
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_015,aggregate_cross_paper,1.0,0.7477540133955278,0.0,0.5825846711318426
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_026,aggregate_cross_paper,0.5,0.7910664527150987,1.0,0.7636888175716995
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_017,aggregate_cross_paper,0.75,0.36133116116966385,1.0,0.7037770537232214
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_008,aggregate_cross_paper,0.875,0.6194902706126747,1.0,0.8314967568708916
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_009,aggregate_cross_paper,0.7777777777777778,0.7366277413976992,0.5,0.6714685063918256
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_agg_019,aggregate_cross_paper,0.75,0.7590556081976564,0.5,0.669685202732552
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_edge_015,edge_multihop,1.0,0.9234529058918394,0.5,0.8078176352972798
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_edge_019,edge_multihop,1.0,0.0,0.5,0.5
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_edge_027,edge_multihop,0.6666666666666666,0.877756558665668,0.5,0.6814744084441116
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_edge_026,edge_multihop,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E11a_T12a_text_based,N7,E11a,T12a,text_based,42.21113851599443,amazon_edge_024,edge_multihop,0.0,0.8659026693997337,0.0,0.28863422313324455
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_013,single_specific,0.3333333333333333,0.879485931092081,0.0,0.4042730881418048
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_024,single_specific,0.5,0.7360787678562747,0.0,0.4120262559520915
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_021,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_015,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_029,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_sh_019,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_agg_031,aggregate_cross_paper,0.3333333333333333,0.8652203885224198,1.0,0.7328512406185844
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_agg_015,aggregate_cross_paper,1.0,0.8550817955019777,0.0,0.6183605985006593
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_agg_026,aggregate_cross_paper,0.3333333333333333,0.7910961042372803,1.0,0.7081431458568712
N7_E11b_T12b_text_based,N7,E11b,T12b,text_based,42.0452790818953,amazon_agg_017,aggregate_cross_paper,0.75,0.3746272754184245,1.0,0.7082090918061414
