system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_026,single_specific,1.0,0.9102586545646142,1.0,0.9700862181882047
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_013,single_specific,1.0,1.0,1.0,1.0
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_024,single_specific,1.0,0.9627985942060482,1.0,0.9875995314020161
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_021,single_specific,1.0,0.9122077005203139,0.0,0.6374025668401045
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_015,single_specific,1.0,0.6853151607432629,1.0,0.8951050535810876
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_029,single_specific,1.0,0.9684900199521876,1.0,0.9894966733173959
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_sh_019,single_specific,0.5,0.9999996833837722,1.0,0.8333332277945907
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_031,aggregate_cross_paper,0.6,0.7516066282216688,0.5,0.6172022094072229
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_015,aggregate_cross_paper,0.625,0.0,0.0,0.20833333333333334
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_026,aggregate_cross_paper,1.0,0.9569196011979599,0.0,0.6523065337326533
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_017,aggregate_cross_paper,1.0,0.6376558666228139,0.0,0.5458852888742713
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_008,aggregate_cross_paper,1.0,0.7705508417846209,1.0,0.9235169472615402
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_009,aggregate_cross_paper,1.0,0.0,0.5,0.5
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_agg_019,aggregate_cross_paper,0.6,0.6826338487021185,1.0,0.7608779495673729
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_edge_015,edge_multihop,0.4,0.9245912161327086,0.5,0.6081970720442361
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_edge_019,edge_multihop,0.6,0.8197033210813487,1.0,0.806567773693783
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_edge_027,edge_multihop,0.0,0.0,0.5,0.16666666666666666
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_edge_026,edge_multihop,1.0,0.7828040549601741,1.0,0.9276013516533914
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_edge_008,edge_multihop,0.25,0.8780391170033376,1.0,0.7093463723344459
N8_E10c_T12a_text_based,N8,E10c,T12a,text_based,84.19927924995824,arxiv_edge_024,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_026,single_specific,1.0,0.9102588958736711,1.0,0.970086298624557
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_013,single_specific,1.0,0.9999996155418517,1.0,0.9999998718472839
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_024,single_specific,1.0,0.9627985942060482,1.0,0.9875995314020161
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_021,single_specific,1.0,0.9122367614943059,0.0,0.6374122538314353
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_015,single_specific,1.0,0.659389564670918,1.0,0.8864631882236393
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_029,single_specific,1.0,0.9684900199521876,1.0,0.9894966733173959
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_sh_019,single_specific,0.5,0.9999996833837722,1.0,0.8333332277945907
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_agg_031,aggregate_cross_paper,0.8,0.7516066282216688,0.5,0.6838688760738897
N8_E10b_T12b_text_based,N8,E10b,T12b,text_based,84.15994164070703,arxiv_agg_015,aggregate_cross_paper,0.625,0.0,0.0,0.20833333333333334
