system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_013,single_specific,0.3333333333333333,0.6702291720706962,0.5,0.5011875018013432
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_024,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_021,single_specific,1.0,0.9020750004428871,1.0,0.9673583334809623
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_015,single_specific,1.0,0.9754270793670031,1.0,0.9918090264556677
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_029,single_specific,0.6666666666666666,0.8022116297646066,0.0,0.4896260988104244
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_sh_019,single_specific,0.5,0.0,0.0,0.16666666666666666
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_031,aggregate_cross_paper,0.6666666666666666,0.5428269545034037,1.0,0.7364978737233567
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_015,aggregate_cross_paper,0.75,0.8281853471974384,1.0,0.8593951157324794
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_026,aggregate_cross_paper,0.3333333333333333,0.5303283240408505,1.0,0.6212205524580613
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_017,aggregate_cross_paper,0.5,0.36209580239599637,0.5,0.45403193413199877
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_008,aggregate_cross_paper,0.6,0.742933023186439,1.0,0.7809776743954796
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_009,aggregate_cross_paper,0.8571428571428571,0.7953724332063993,1.0,0.8841717634497521
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_agg_019,aggregate_cross_paper,0.625,0.5807065439732768,1.0,0.7352355146577589
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_edge_015,edge_multihop,0.0,0.0,0.0,0.0
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_edge_027,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_edge_026,edge_multihop,1.0,0.8902642931312034,0.0,0.6300880977104012
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,1.278051766832034,toys_edge_024,edge_multihop,0.5,0.0,0.5,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_026,single_specific,0.6666666666666666,0.0,0.0,0.2222222222222222
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_013,single_specific,0.3333333333333333,0.6702387224497341,0.5,0.5011906852610225
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_024,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_021,single_specific,1.0,0.9020684023474835,1.0,0.9673561341158279
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_015,single_specific,1.0,0.9754270793670031,1.0,0.9918090264556677
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_029,single_specific,0.6666666666666666,0.8364927324364544,0.0,0.5010531330343736
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_sh_019,single_specific,0.5,0.0,0.0,0.16666666666666666
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_031,aggregate_cross_paper,0.6666666666666666,0.5421789977748638,1.0,0.7362818881471768
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_015,aggregate_cross_paper,0.75,0.8281853471974384,1.0,0.8593951157324794
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_026,aggregate_cross_paper,0.3333333333333333,0.5303283240408505,1.0,0.6212205524580613
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_017,aggregate_cross_paper,0.5,0.36211968357979285,0.5,0.4540398945265976
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_008,aggregate_cross_paper,0.6,0.7455251986492247,1.0,0.7818417328830748
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_009,aggregate_cross_paper,0.8571428571428571,0.7953694410702258,1.0,0.8841707660710276
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_agg_019,aggregate_cross_paper,0.625,0.5815944189114556,1.0,0.7355314729704853
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_edge_015,edge_multihop,0.0,0.0,0.0,0.0
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,0.802135942058857,toys_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
