system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_013,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_024,single_specific,1.0,0.8567752309616811,0.0,0.6189250769872271
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_021,single_specific,0.3333333333333333,0.8178300633019776,0.0,0.38372113221177034
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_015,single_specific,1.0,0.5695050231421057,0.0,0.5231683410473685
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_029,single_specific,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_sh_019,single_specific,1.0,0.8810357611706975,0.0,0.6270119203902325
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_031,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_015,aggregate_cross_paper,0.6,0.0,0.0,0.19999999999999998
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_026,aggregate_cross_paper,0.625,0.9347494965606922,0.0,0.5199164988535641
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_017,aggregate_cross_paper,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_008,aggregate_cross_paper,1.0,0.0,0.5,0.5
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_009,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_agg_019,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_edge_027,edge_multihop,0.3333333333333333,0.0,0.0,0.1111111111111111
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_edge_026,edge_multihop,0.0,0.9430712484265151,0.0,0.3143570828088384
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_edge_008,edge_multihop,0.6,0.8587185639853631,0.5,0.652906187995121
N7_E10b_T12a_text_based,N7,E10b,T12a,text_based,40.642559090185735,history_edge_024,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_026,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_013,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_024,single_specific,1.0,0.8568529638316563,0.0,0.6189509879438854
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_021,single_specific,0.3333333333333333,0.8178300633019776,0.0,0.38372113221177034
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_015,single_specific,1.0,0.5694494383725197,0.0,0.5231498127908399
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_029,single_specific,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_sh_019,single_specific,1.0,0.8807950570761115,0.0,0.6269316856920372
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_031,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_015,aggregate_cross_paper,0.6,0.0,0.0,0.19999999999999998
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_026,aggregate_cross_paper,0.625,0.9348048872656892,0.0,0.5199349624218964
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_017,aggregate_cross_paper,0.25,0.0,0.0,0.08333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_008,aggregate_cross_paper,1.0,0.0,0.5,0.5
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_009,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_agg_019,aggregate_cross_paper,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_edge_027,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12b_text_based,N7,E10b,T12b,text_based,38.62094930296403,history_edge_026,edge_multihop,0.0,0.9430857632579963,0.0,0.31436192108599875
