system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_026,single_specific,1.0,0.9092652710597523,1.0,0.9697550903532508
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_013,single_specific,1.0,1.0,1.0,1.0
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_024,single_specific,1.0,0.9627833400778432,1.0,0.9875944466926144
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_021,single_specific,1.0,0.42233239003335626,0.0,0.4741107966777854
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_015,single_specific,1.0,0.6074548689328485,1.0,0.8691516229776162
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_029,single_specific,1.0,0.9684487573319979,1.0,0.989482919110666
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_sh_019,single_specific,0.5,0.9999996833837722,1.0,0.8333332277945907
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_031,aggregate_cross_paper,0.6,0.7516539175012279,0.5,0.6172179725004093
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_015,aggregate_cross_paper,0.6,0.0,0.0,0.19999999999999998
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_026,aggregate_cross_paper,1.0,0.9618168893781863,0.0,0.6539389631260621
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_017,aggregate_cross_paper,1.0,0.637641589052162,0.0,0.545880529684054
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_008,aggregate_cross_paper,1.0,0.7705454877096254,1.0,0.9235151625698751
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_009,aggregate_cross_paper,1.0,0.7115787994976234,0.5,0.7371929331658745
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_agg_019,aggregate_cross_paper,0.6,0.6825975303952808,1.0,0.7608658434650936
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_edge_015,edge_multihop,0.5,0.8980723102989505,0.5,0.6326907700996501
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_edge_019,edge_multihop,0.7142857142857143,0.8452387597756971,1.0,0.853174824687137
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_edge_027,edge_multihop,0.0,0.0,0.5,0.16666666666666666
N8_E10b_T12a_text_based,N8,E10b,T12a,text_based,84.1495276121383,arxiv_edge_026,edge_multihop,0.8333333333333334,0.7828040549601741,1.0,0.872045796097836
