id,dataset,question,reference_answer,question_type,question_subtype,source_row_id,source_category_labels,source_text_preview,hop_type,multi_hop_stub,hop_source_ids
history_sh_026,history,What significant historical themes does Andrea Stuart explore in her family history?,"Andrea Stuart explores the realities of race, class, and sex in the context of Caribbean slavery and sugar production, as well as the ambitions of black West Indians in their immigrant journeys.",descriptive,single_specific,5005.0,,"Sugar in the Blood: A Family's Story of Slavery and Empire Biographer Stuart found George Ashby, her",single,,
history_sh_013,history,What is the trim size of the publication mentioned in the text?,The trim size of the publication is 5 1/4 x 8 inches.,descriptive,single_specific,22949.0,,On the Teaching and Writing of History: Responses to a Series of Questions 5 1/4 x 8 trim. Frontis. ,single,,
history_sh_024,history,What type of content does Susan Wilson include in her guide about Boston?,"Susan Wilson's guide includes a comprehensive listing of things to do in the Boston area, along with stories about buildings and information on various historic sites and settings.",categorical,single_specific,17315.0,,Boston Sites and Insights: An Essential Guide to Historic Landmarks In and Around Boston The book I',single,,
history_sh_021,history,What was Hilaire Belloc's academic achievement at Balliol College in Oxford?,"Hilaire Belloc took first-class honors in history at Balliol College in Oxford, graduating in 1895.",descriptive,single_specific,23969.0,,"Europe and the Faith Hilaire Belloc was born at St. Cloud, France, in 1870. He and his family moved ",single,,
history_sh_015,history,What does the author Frank uncover about the history of Miami in his study?,"Frank uncovers the deep history of Miami, highlighting its profound shaping by mound-builders, slaves, raiders, and traders.",descriptive,single_specific,19220.0,,"Before the Pioneers: Indians, Settlers, Slaves, and the Founding of Miami (Florida in Focus) A beaut",single,,
history_sh_029,history,What does Finocchiaro aim to achieve with the original documents included in his book on Galileo's trial?,"Finocchiaro aims to allow readers to form their own conclusions based on the original documents, rather than imposing his interpretations.",descriptive,single_specific,35278.0,,The Trial of Galileo: Essential Documents (Hackett Classics) &quot;Finocchiaro is the foremost schol,single,,
history_sh_019,history,"What condition issues are noted for the book 'City of Women: Sex and Class in New York, 1789-1860'?","The book has edge wear, a cracked spine, a creased back cover, and writing on the back of the front cover.",descriptive,single_specific,3418.0,,"City of Women: Sex and Class in New York, 1789-1860 Dark blue cover with pink letters has edge wear.",single,,
history_agg_031,history,"How do the community development themes in 'College Park' and 'Wilkes County' compare with the historical narratives presented in 'The Archeology of New Hampshire' and 'Everyday Life in Roman and Anglo Saxon Times', particularly in terms of how local histories reflect broader societal changes over time?","Both 'College Park' and 'Wilkes County' illustrate the evolution of community identity through local photographs and narratives, showcasing how these towns developed unique cultural identities influenced by their historical contexts. In contrast, 'The Archeology of New Hampshire' provides a broader archaeological perspective that connects Native American and European settlement histories, emphasizing how these interactions shaped the region's development. Meanwhile, 'Everyday Life in Roman and Anglo Saxon Times' offers insights into social structures and daily life during significant historical transitions, allowing for a comparison of how local histories can reflect broader societal changes, such as the shift from Roman to Anglo-Saxon influence. Together, these books highlight the interplay between local and broader historical narratives, showing how community identities are formed and transformed over time.",descriptive,aggregate_cross_paper,,"['Americas', 'Ancient Civilizations', 'World']",,single,,
history_agg_015,history,"How do the themes of conflict and power dynamics in the histories of the American Civil War, the Barbarians' invasion of Europe, and the colonial and post-colonial experiences in Morocco and the Maghrib region reflect the broader struggles for identity and governance in their respective societies?","The American Civil War, as illustrated by Colonel William C. Oates's experiences, showcases the internal conflict within the United States over issues of governance, identity, and race, paralleling the struggles faced in Morocco during its colonial period and subsequent independence, where power was monopolized by the monarchy. Similarly, the invasions of Europe by the Barbarians highlight the shifts in power dynamics and governance as new groups imposed their laws and cultures, often leading to significant societal changes. Together, these histories illustrate how conflict shapes national identity and governance across different regions and eras.",descriptive,aggregate_cross_paper,,"['Africa', 'Americas', 'Europe', 'World']",,single,,
history_agg_026,history,"How do the themes of cultural identity and adaptation manifest differently in the contexts of Hawaii, the Shaolin Temple, and the lives of nuns in early modern Europe, particularly in terms of how these groups navigated external influences and internal traditions?","In Hawaii, cultural identity is expressed through a blend of ancient Polynesian traditions and modern tourist influences, showcasing a vibrant multi-ethnic society that adapts while maintaining its unique heritage. In contrast, the Shaolin Temple reflects a synthesis of Buddhism, Daoism, and Confucianism, where practitioners adapt these philosophies into their martial arts and spiritual practices, illustrating a deep respect for tradition while engaging with modern society. Meanwhile, the nuns in early modern Europe navigated their identities by balancing the restrictive norms of their time with creative pursuits and acts of service, challenging societal expectations and redefining their roles within the church and community. Together, these examples highlight how different cultures adapt and preserve their identities amidst external pressures and internal transformations.",descriptive,aggregate_cross_paper,,"['Americas', 'Military', 'World']",,single,,
