variant,node_type,question_id,question_subtype,scale,faithfulness,answer_relevance,context_relevance,composite
N7_E10b_T12a,N7,arxiv_sh_000,single_specific,B,0.0,0.0,1.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_001,single_specific,B,0.8,0.8850171833125166,0.0,0.5616723944375055
N7_E10b_T12a,N7,arxiv_sh_002,single_specific,B,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E10b_T12a,N7,arxiv_sh_003,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_004,single_specific,B,0.0,0.9363117237737731,0.0,0.31210390792459103
N7_E10b_T12a,N7,arxiv_sh_005,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_006,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_007,single_specific,B,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a,N7,arxiv_sh_008,single_specific,B,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E10b_T12a,N7,arxiv_sh_009,single_specific,B,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a,N7,arxiv_sh_010,single_specific,B,0.5,0.9521517228807225,0.0,0.4840505742935742
N7_E10b_T12a,N7,arxiv_sh_011,single_specific,B,0.8571428571428571,0.9656887513017777,0.5,0.7742772028148783
N7_E10b_T12a,N7,arxiv_sh_012,single_specific,B,0.0,0.0,0.0,0.0
N7_E10b_T12a,N7,arxiv_sh_013,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_014,single_specific,B,0.6666666666666666,0.0,0.0,0.2222222222222222
N7_E10b_T12a,N7,arxiv_sh_015,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_016,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_017,single_specific,B,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a,N7,arxiv_sh_018,single_specific,B,0.0,0.0,0.0,0.0
N7_E10b_T12a,N7,arxiv_sh_019,single_specific,B,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a,N7,arxiv_sh_020,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_021,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_022,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_023,single_specific,B,1.0,0.8318548907730311,1.0,0.943951630257677
N7_E10b_T12a,N7,arxiv_sh_024,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_025,single_specific,B,0.5,0.8548566224079687,0.0,0.4516188741359895
N7_E10b_T12a,N7,arxiv_sh_026,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_027,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_028,single_specific,B,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a,N7,arxiv_sh_029,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_030,single_specific,B,0.5,0.0,0.0,0.16666666666666666
N7_E10b_T12a,N7,arxiv_sh_031,single_specific,B,0.6666666666666666,0.9668504686888894,0.0,0.5445057117851854
N7_E10b_T12a,N7,arxiv_sh_032,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_sh_033,single_specific,B,1.0,0.8563254743681646,0.0,0.6187751581227215
N7_E10b_T12a,N7,arxiv_sh_034,single_specific,B,1.0,0.0,0.0,0.3333333333333333
N7_E10b_T12a,N7,arxiv_agg_000,aggregate_cross_paper,B,0.8571428571428571,0.6839589821975895,1.0,0.8470339464468156
N7_E10b_T12a,N7,arxiv_agg_001,aggregate_cross_paper,B,0.8,0.0,0.0,0.26666666666666666
N7_E10b_T12a,N7,arxiv_agg_002,aggregate_cross_paper,B,0.125,0.5718305892705549,0.0,0.23227686309018494
N7_E10b_T12a,N7,arxiv_agg_003,aggregate_cross_paper,B,1.0,0.7897811173594671,0.0,0.5965937057864891
