system_name,node_idx,edge_idx,text_idx,system_type,train_mean,question_id,question_subtype,faithfulness,answer_relevance,context_relevance,composite_score
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_026,single_specific,1.0,0.8100183828731712,1.0,0.9366727942910571
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_013,single_specific,1.0,0.7067924195457977,1.0,0.9022641398485992
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_024,single_specific,1.0,0.5643312708780684,1.0,0.8547770902926896
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_021,single_specific,1.0,0.9367674307585664,1.0,0.978922476919522
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_015,single_specific,1.0,0.496264025040882,1.0,0.8320880083469607
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_029,single_specific,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_sh_019,single_specific,0.8571428571428571,0.7458203579723094,0.5,0.7009877383717221
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_031,aggregate_cross_paper,0.5,0.6704962335228463,1.0,0.7234987445076154
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_015,aggregate_cross_paper,0.6666666666666666,0.7808485369376436,0.0,0.4825050678681034
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_026,aggregate_cross_paper,0.5,0.7911003056380257,1.0,0.7637001018793419
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_017,aggregate_cross_paper,0.6,0.43271072531367466,1.0,0.6775702417712249
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_008,aggregate_cross_paper,0.75,0.724273356295749,1.0,0.8247577854319164
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_009,aggregate_cross_paper,0.5,0.7191845919594632,0.5,0.5730615306531543
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_agg_019,aggregate_cross_paper,0.7142857142857143,0.7774159405908735,1.0,0.8305672182921958
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_edge_015,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_edge_019,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_edge_027,edge_multihop,0.7142857142857143,0.877745492721495,0.5,0.6973437356690697
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_edge_026,edge_multihop,0.8,0.0,0.0,0.26666666666666666
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_edge_008,edge_multihop,1.0,0.0,0.0,0.3333333333333333
N8_E10a_T12a_text_based,N8,E10a,T12a,text_based,11.507899562299265,amazon_edge_024,edge_multihop,0.25,0.0,0.0,0.08333333333333333
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_026,single_specific,1.0,0.8100897148581456,1.0,0.9366965716193819
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_013,single_specific,1.0,0.706787051480803,1.0,0.902262350493601
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_024,single_specific,1.0,0.5190785448091694,1.0,0.8396928482697231
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_021,single_specific,1.0,0.9367728171863415,1.0,0.9789242723954472
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_015,single_specific,1.0,0.4206265005790299,1.0,0.80687550019301
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_029,single_specific,0.5,0.0,0.0,0.16666666666666666
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_sh_019,single_specific,0.875,0.6695866469142923,0.5,0.681528882304764
N8_E10a_T12b_text_based,N8,E10a,T12b,text_based,12.450680154316824,amazon_agg_031,aggregate_cross_paper,0.5,0.6705284821503031,1.0,0.7235094940501011
