variant,node_type,question_id,question_subtype,split,faithfulness,answer_relevance,context_relevance,composite,wall_time_seconds
N7_E10b_T12a,N7,toys_sh_000,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_001,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_002,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_003,single_specific,train,0.6666666666666666,0.0,0.0,0.2222222222222222,372.3161458969116
N7_E10b_T12a,N7,toys_sh_004,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_005,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_006,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_007,single_specific,train,0.6666666666666666,0.6470902254469859,0.0,0.4379189640378841,372.3161458969116
N7_E10b_T12a,N7,toys_sh_008,single_specific,train,0.8,0.92324585042772,1.0,0.90774861680924,372.3161458969116
N7_E10b_T12a,N7,toys_sh_009,single_specific,train,0.6666666666666666,0.9509735816315316,1.0,0.8725467494327327,372.3161458969116
N7_E10b_T12a,N7,toys_sh_010,single_specific,test,1.0,0.9999999999999996,1.0,1.0,372.3161458969116
N7_E10b_T12a,N7,toys_sh_011,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_012,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_013,single_specific,train,1.0,0.5484721788406011,0.0,0.516157392946867,372.3161458969116
N7_E10b_T12a,N7,toys_sh_014,single_specific,train,1.0,0.9234690184220976,1.0,0.974489672807366,372.3161458969116
N7_E10b_T12a,N7,toys_sh_015,single_specific,test,0.6666666666666666,1.0000000000000002,1.0,0.888888888888889,372.3161458969116
N7_E10b_T12a,N7,toys_sh_016,single_specific,test,1.0,0.8143097690050269,0.0,0.6047699230016756,372.3161458969116
N7_E10b_T12a,N7,toys_sh_017,single_specific,test,0.6666666666666666,0.8507206249976624,1.0,0.839129097221443,372.3161458969116
N7_E10b_T12a,N7,toys_sh_018,single_specific,test,0.3333333333333333,0.7039194280145442,0.0,0.3457509204492925,372.3161458969116
N7_E10b_T12a,N7,toys_sh_019,single_specific,test,1.0,0.83157435072035,0.0,0.61052478357345,372.3161458969116
N7_E10b_T12a,N7,toys_sh_020,single_specific,train,1.0,0.4765621917482059,1.0,0.8255207305827353,372.3161458969116
N7_E10b_T12a,N7,toys_sh_021,single_specific,train,1.0,0.9677681065433328,1.0,0.9892560355144444,372.3161458969116
N7_E10b_T12a,N7,toys_sh_022,single_specific,test,1.0,0.9999999999999998,1.0,1.0,372.3161458969116
N7_E10b_T12a,N7,toys_sh_023,single_specific,test,1.0,0.9647382831898934,1.0,0.9882460943966312,372.3161458969116
N7_E10b_T12a,N7,toys_sh_024,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_025,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_026,single_specific,train,0.8,0.8929050550981374,0.5,0.7309683516993791,372.3161458969116
N7_E10b_T12a,N7,toys_sh_027,single_specific,test,1.0,0.8675227522872845,1.0,0.9558409174290948,372.3161458969116
N7_E10b_T12a,N7,toys_sh_028,single_specific,train,0.0,0.7998862619820214,0.0,0.2666287539940071,372.3161458969116
N7_E10b_T12a,N7,toys_sh_029,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_030,single_specific,test,1.0,0.9542894317329936,1.0,0.9847631439109978,372.3161458969116
N7_E10b_T12a,N7,toys_sh_031,single_specific,test,1.0,0.94920005546204,1.0,0.9830666851540134,372.3161458969116
N7_E10b_T12a,N7,toys_sh_032,single_specific,test,1.0,0.9834494078111544,1.0,0.9944831359370516,372.3161458969116
N7_E10b_T12a,N7,toys_sh_033,single_specific,train,0.5,0.0,0.0,0.1666666666666666,372.3161458969116
N7_E10b_T12a,N7,toys_sh_034,single_specific,train,0.6666666666666666,1.0000000000000002,1.0,0.888888888888889,372.3161458969116
N7_E10b_T12a,N7,toys_agg_000,aggregate_cross_paper,train,0.4285714285714285,0.524645599329917,0.75,0.5677390093004485,372.3161458969116
N7_E10b_T12a,N7,toys_agg_001,aggregate_cross_paper,test,0.5,0.7655802953103281,1.0,0.7551934317701093,372.3161458969116
N7_E10b_T12a,N7,toys_agg_002,aggregate_cross_paper,test,0.6666666666666666,0.7440121839415927,1.0,0.8035596168694198,372.3161458969116
N7_E10b_T12a,N7,toys_agg_003,aggregate_cross_paper,test,0.6666666666666666,0.4239764428684286,0.5,0.5302143698450318,372.3161458969116
N7_E10b_T12a,N7,toys_agg_004,aggregate_cross_paper,train,0.3333333333333333,0.6466250012766541,0.0,0.3266527782033291,372.3161458969116
N7_E10b_T12a,N7,toys_agg_005,aggregate_cross_paper,train,0.6,0.8711094946849611,0.5,0.6570364982283204,372.3161458969116
N7_E10b_T12a,N7,toys_agg_006,aggregate_cross_paper,test,0.3333333333333333,0.462013623492421,0.0,0.2651156522752514,372.3161458969116
N7_E10b_T12a,N7,toys_agg_007,aggregate_cross_paper,train,0.25,0.5297186483054381,0.5,0.4265728827684794,372.3161458969116
N7_E10b_T12a,N7,toys_agg_008,aggregate_cross_paper,test,0.2857142857142857,0.7448442018665756,1.0,0.6768528291936203,372.3161458969116
N7_E10b_T12a,N7,toys_agg_009,aggregate_cross_paper,train,0.3076923076923077,0.4906168068313531,0.25,0.349436371507887,372.3161458969116
N7_E10b_T12a,N7,toys_agg_010,aggregate_cross_paper,train,0.5,0.485800337979942,1.0,0.661933445993314,372.3161458969116
N7_E10b_T12a,N7,toys_agg_011,aggregate_cross_paper,train,0.5,0.437872964153473,1.0,0.6459576547178244,372.3161458969116
N7_E10b_T12a,N7,toys_agg_012,aggregate_cross_paper,train,0.5,0.4389849156962118,0.5,0.4796616385654039,372.3161458969116
N7_E10b_T12a,N7,toys_agg_013,aggregate_cross_paper,train,0.6666666666666666,0.8728914926938781,0.5,0.6798527197868482,372.3161458969116
N7_E10b_T12a,N7,toys_agg_014,aggregate_cross_paper,test,0.0,0.6117305911884264,0.25,0.2872435303961421,372.3161458969116
N7_E10b_T12a,N7,toys_agg_015,aggregate_cross_paper,train,0.75,0.3995594640468747,0.25,0.4665198213489582,372.3161458969116
N7_E10b_T12a,N7,toys_agg_016,aggregate_cross_paper,train,0.8,0.8484130796174472,1.0,0.8828043598724825,372.3161458969116
N7_E10b_T12a,N7,toys_agg_017,aggregate_cross_paper,test,0.75,0.4465821195466817,0.75,0.6488607065155606,372.3161458969116
N7_E10b_T12a,N7,toys_agg_018,aggregate_cross_paper,train,0.5,0.5512599528881591,0.5,0.5170866509627197,372.3161458969116
N7_E10b_T12a,N7,toys_agg_019,aggregate_cross_paper,train,0.4444444444444444,0.5899089361375832,0.5,0.5114511268606758,372.3161458969116
N7_E10b_T12a,N7,toys_agg_020,aggregate_cross_paper,test,0.5,0.8738063406635397,1.0,0.7912687802211799,372.3161458969116
N7_E10b_T12a,N7,toys_agg_021,aggregate_cross_paper,test,0.8333333333333334,0.6558077999547761,0.0,0.4963803777627031,372.3161458969116
N7_E10b_T12a,N7,toys_agg_022,aggregate_cross_paper,train,1.0,0.3901623509402145,1.0,0.7967207836467383,372.3161458969116
N7_E10b_T12a,N7,toys_agg_023,aggregate_cross_paper,test,1.0,0.8220720349419844,0.75,0.8573573449806614,372.3161458969116
N7_E10b_T12a,N7,toys_agg_024,aggregate_cross_paper,test,0.75,0.6854136355098793,0.75,0.7284712118366264,372.3161458969116
N7_E10b_T12a,N7,toys_agg_025,aggregate_cross_paper,train,0.7272727272727273,0.5414391965411479,1.0,0.7562373079379584,372.3161458969116
N7_E10b_T12a,N7,toys_agg_026,aggregate_cross_paper,train,0.75,0.4880960480395263,0.5,0.5793653493465087,372.3161458969116
N7_E10b_T12a,N7,toys_agg_027,aggregate_cross_paper,train,0.5,0.4231445576037824,0.5,0.4743815192012608,372.3161458969116
N7_E10b_T12a,N7,toys_agg_028,aggregate_cross_paper,train,0.5,0.8476771302296203,0.75,0.6992257100765401,372.3161458969116
N7_E10b_T12a,N7,toys_agg_029,aggregate_cross_paper,test,0.8,0.0,0.0,0.2666666666666666,372.3161458969116
N7_E10b_T12a,N7,toys_agg_030,aggregate_cross_paper,train,0.6666666666666666,0.6281764543683456,0.5,0.5982810403450041,372.3161458969116
N7_E10b_T12a,N7,toys_agg_031,aggregate_cross_paper,train,0.5,0.7438561218120285,0.5,0.5812853739373428,372.3161458969116
N7_E10b_T12a,N7,toys_agg_032,aggregate_cross_paper,test,0.25,0.7973238373933317,1.0,0.6824412791311105,372.3161458969116
N7_E10b_T12a,N7,toys_edge_000,edge_multihop,test,0.8,0.0,0.5,0.4333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_001,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_002,edge_multihop,test,1.0,0.8746506965170346,1.0,0.9582168988390116,372.3161458969116
N7_E10b_T12a,N7,toys_edge_003,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_004,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_005,edge_multihop,train,1.0,0.0,0.5,0.5,372.3161458969116
N7_E10b_T12a,N7,toys_edge_006,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_007,edge_multihop,test,1.0,0.9054847012713187,0.5,0.8018282337571062,372.3161458969116
N7_E10b_T12a,N7,toys_edge_008,edge_multihop,test,0.8571428571428571,0.8072543587417627,0.0,0.5547990719615399,372.3161458969116
N7_E10b_T12a,N7,toys_edge_009,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_010,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_011,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_012,edge_multihop,test,1.0,0.6926289543606147,0.5,0.7308763181202048,372.3161458969116
N7_E10b_T12a,N7,toys_edge_013,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_014,edge_multihop,test,0.75,0.0,0.0,0.25,372.3161458969116
N7_E10b_T12a,N7,toys_edge_015,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_016,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_017,edge_multihop,train,0.75,0.0,0.0,0.25,372.3161458969116
N7_E10b_T12a,N7,toys_edge_018,edge_multihop,train,1.0,0.8125536501332236,0.5,0.7708512167110745,372.3161458969116
N7_E10b_T12a,N7,toys_edge_019,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_020,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_021,edge_multihop,test,0.6666666666666666,0.0,0.0,0.2222222222222222,372.3161458969116
N7_E10b_T12a,N7,toys_edge_022,edge_multihop,test,1.0,0.8676040780136747,0.5,0.7892013593378916,372.3161458969116
N7_E10b_T12a,N7,toys_edge_023,edge_multihop,train,0.3333333333333333,0.0,0.0,0.1111111111111111,372.3161458969116
N7_E10b_T12a,N7,toys_edge_024,edge_multihop,train,0.75,0.0,0.0,0.25,372.3161458969116
N7_E10b_T12a,N7,toys_edge_025,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_026,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_027,edge_multihop,test,1.0,0.893483815691333,0.0,0.631161271897111,372.3161458969116
N7_E10b_T12a,N7,toys_edge_028,edge_multihop,test,0.8571428571428571,0.8581555045584404,0.0,0.5717661205670992,372.3161458969116
N7_E10b_T12a,N7,toys_edge_029,edge_multihop,train,0.6666666666666666,0.0,0.0,0.2222222222222222,372.3161458969116
N7_E10b_T12a,N7,toys_edge_030,edge_multihop,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_031,edge_multihop,test,1.0,0.8386892832894391,0.25,0.6962297610964797,372.3161458969116
N7_E10b_T12a,N7,toys_edge_032,edge_multihop,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_edge_033,edge_multihop,test,1.0,0.8786649137398221,0.5,0.7928883045799408,372.3161458969116
N7_E10b_T12a,N7,toys_sh_035,single_specific,test,1.0,0.9585522264108672,1.0,0.9861840754702892,372.3161458969116
N7_E10b_T12a,N7,toys_sh_036,single_specific,train,1.0,1.0,1.0,1.0,372.3161458969116
N7_E10b_T12a,N7,toys_sh_037,single_specific,test,0.8,0.9651316841437448,0.75,0.838377228047915,372.3161458969116
N7_E10b_T12a,N7,toys_sh_038,single_specific,test,1.0,0.9067042335218822,0.0,0.6355680778406274,372.3161458969116
N7_E10b_T12a,N7,toys_sh_039,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_040,single_specific,train,1.0,0.9641966073532284,0.75,0.904732202451076,372.3161458969116
N7_E10b_T12a,N7,toys_sh_041,single_specific,test,1.0,0.8161950736589119,1.0,0.9387316912196372,372.3161458969116
N7_E10b_T12a,N7,toys_sh_042,single_specific,train,0.6666666666666666,0.6481261836864841,0.75,0.6882642834510503,372.3161458969116
N7_E10b_T12a,N7,toys_sh_043,single_specific,test,0.6666666666666666,0.9838282688081796,0.5,0.716831645158282,372.3161458969116
N7_E10b_T12a,N7,toys_sh_044,single_specific,train,1.0,0.8912223470507464,1.0,0.9637407823502488,372.3161458969116
N7_E10b_T12a,N7,toys_sh_045,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_046,single_specific,train,1.0,0.8964129525495208,1.0,0.9654709841831736,372.3161458969116
N7_E10b_T12a,N7,toys_sh_047,single_specific,train,1.0,1.0,1.0,1.0,372.3161458969116
N7_E10b_T12a,N7,toys_sh_048,single_specific,train,1.0,0.909110082420118,0.25,0.7197033608067059,372.3161458969116
N7_E10b_T12a,N7,toys_sh_049,single_specific,test,0.8,0.0,0.75,0.5166666666666667,372.3161458969116
N7_E10b_T12a,N7,toys_sh_050,single_specific,train,1.0,0.9903038069439128,1.0,0.996767935647971,372.3161458969116
N7_E10b_T12a,N7,toys_sh_051,single_specific,test,0.5,0.8706997832248616,0.0,0.4568999277416205,372.3161458969116
N7_E10b_T12a,N7,toys_sh_052,single_specific,test,1.0,0.902171468581801,1.0,0.967390489527267,372.3161458969116
N7_E10b_T12a,N7,toys_sh_053,single_specific,train,1.0,0.9387396916259778,1.0,0.9795798972086592,372.3161458969116
N7_E10b_T12a,N7,toys_sh_054,single_specific,test,1.0,0.8526815364181304,1.0,0.9508938454727102,372.3161458969116
N7_E10b_T12a,N7,toys_sh_055,single_specific,test,1.0,0.932802887134513,1.0,0.9776009623781712,372.3161458969116
N7_E10b_T12a,N7,toys_sh_056,single_specific,test,1.0,0.9309480084000104,1.0,0.97698266946667,372.3161458969116
N7_E10b_T12a,N7,toys_sh_057,single_specific,train,1.0,0.9773601456145128,1.0,0.9924533818715044,372.3161458969116
N7_E10b_T12a,N7,toys_sh_058,single_specific,test,0.5,0.0,0.0,0.1666666666666666,372.3161458969116
N7_E10b_T12a,N7,toys_sh_059,single_specific,train,1.0,0.5206457879872057,0.0,0.5068819293290686,372.3161458969116
N7_E10b_T12a,N7,toys_sh_060,single_specific,train,1.0,0.7662303544780075,1.0,0.9220767848260024,372.3161458969116
N7_E10b_T12a,N7,toys_sh_061,single_specific,train,1.0,1.0,1.0,1.0,372.3161458969116
N7_E10b_T12a,N7,toys_sh_062,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_063,single_specific,test,1.0,0.98650097524186,1.0,0.99550032508062,372.3161458969116
N7_E10b_T12a,N7,toys_sh_064,single_specific,test,0.0,0.0,0.0,0.0,372.3161458969116
N7_E10b_T12a,N7,toys_sh_065,single_specific,train,1.0,0.9530898312846524,1.0,0.984363277094884,372.3161458969116
N7_E10b_T12a,N7,toys_sh_066,single_specific,test,1.0,0.8601950742258135,1.0,0.9533983580752712,372.3161458969116
N7_E10b_T12a,N7,toys_sh_067,single_specific,test,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_068,single_specific,test,1.0,0.9938098584566624,1.0,0.997936619485554,372.3161458969116
N7_E10b_T12a,N7,toys_sh_069,single_specific,test,1.0,0.9755496255367936,1.0,0.9918498751789312,372.3161458969116
N7_E10b_T12a,N7,toys_sh_070,single_specific,test,1.0,0.9598003455040542,1.0,0.986600115168018,372.3161458969116
N7_E10b_T12a,N7,toys_sh_071,single_specific,train,1.0,0.0,0.0,0.3333333333333333,372.3161458969116
N7_E10b_T12a,N7,toys_sh_072,single_specific,test,1.0,0.9419099730164175,1.0,0.9806366576721391,372.3161458969116
N7_E10b_T12a,N7,toys_sh_073,single_specific,test,0.8571428571428571,0.8032791635268062,1.0,0.8868073402232212,372.3161458969116
N7_E10b_T12a,N7,toys_sh_074,single_specific,test,1.0,0.7956827106156874,0.75,0.8485609035385625,372.3161458969116
N7_E10b_T12a,N7,toys_sh_075,single_specific,train,1.0,0.9999995444214868,1.0,0.9999998481404956,372.3161458969116
N7_E10b_T12a,N7,toys_sh_076,single_specific,test,1.0,0.9207945328379168,1.0,0.9735981776126388,372.3161458969116
N7_E10b_T12a,N7,toys_sh_077,single_specific,train,1.0,0.8452340796074167,1.0,0.9484113598691388,372.3161458969116
N7_E10b_T12a,N7,toys_sh_078,single_specific,train,0.75,0.9626476888725486,0.0,0.5708825629575162,372.3161458969116
